record_id,text,timestamp,topic,region,true_polarity,data_source,clean_text,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_label,year_month,month_name,week
KE-0267,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-02-20 04:05:52,Elections,Machakos,positive,SYNTHETIC_DEMO,iebc has done a commendable job in voter registration. democracy is winning! elections2022,0.0,0.765,0.235,0.5707,Positive,2022-02,Feb 2022,7
KE-0209,Presidential results will be announced within 7 days per constitutional requirement.,2022-02-21 00:50:48,Elections,Kakamega,neutral,SYNTHETIC_DEMO,presidential results will be announced within 7 days per constitutional requirement.,0.0,1.0,0.0,0.0,Neutral,2022-02,Feb 2022,8
KE-0099,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-02-21 18:48:37,Economy,Mombasa,negative,SYNTHETIC_DEMO,kenya's debt burden will cripple future generations. reckless borrowing must stop.,0.595,0.405,0.0,-0.8519,Negative,2022-02,Feb 2022,8
KE-0179,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-02-23 00:20:59,Economy,Kakamega,neutral,SYNTHETIC_DEMO,kenya power announces tariff review pending energy regulatory commission approval.,0.0,0.606,0.394,0.6369,Positive,2022-02,Feb 2022,8
KE-0388,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-02-23 05:16:17,Economy,Nairobi,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-02,Feb 2022,8
KE-0346,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-02-23 11:24:41,Governance,Mombasa,neutral,SYNTHETIC_DEMO,county governors meet to discuss revenue sharing formula ahead of budget cycle.,0.0,0.797,0.203,0.4215,Positive,2022-02,Feb 2022,8
KE-0354,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-02-23 22:25:34,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO,ministry of health launches malaria prevention campaign in lake region counties.,0.0,1.0,0.0,0.0,Neutral,2022-02,Feb 2022,8
KE-0257,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-02-25 02:22:03,Elections,Machakos,positive,SYNTHETIC_DEMO,the electoral process is transparent and credible. kenyans deserve fair elections. kenyadecides2022,0.0,0.827,0.173,0.3182,Positive,2022-02,Feb 2022,8
KE-0159,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-25 05:44:17,Elections,Kisumu,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-02,Feb 2022,8
KE-0342,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-02-25 10:48:03,Economy,Kisumu,negative,SYNTHETIC_DEMO,cost of unga and basic commodities unbearable. ordinary kenyans are suffering.,0.237,0.763,0.0,-0.4767,Negative,2022-02,Feb 2022,8
KE-0314,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-26 17:16:41,Elections,Mombasa,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-02,Feb 2022,8
KE-0407,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-02-26 21:15:23,Economy,Machakos,neutral,SYNTHETIC_DEMO,imf approves $2.3b extended credit facility for kenya. conditions attached.,0.0,0.602,0.398,0.6486,Positive,2022-02,Feb 2022,8
KE-0389,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-02-27 20:13:39,Security,Garissa,negative,SYNTHETIC_DEMO,crime wave in mombasa old town worrying residents. where is the state?,0.371,0.629,0.0,-0.7096,Negative,2022-02,Feb 2022,8
KE-0105,Voter intimidation reported in several constituencies. This is unacceptable.,2022-02-28 13:50:37,Elections,Mombasa,negative,SYNTHETIC_DEMO,voter intimidation reported in several constituencies. this is unacceptable.,0.453,0.547,0.0,-0.7003,Negative,2022-02,Feb 2022,9
KE-0301,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-03-01 21:44:23,Governance,Kakamega,neutral,SYNTHETIC_DEMO,ethics and anti-corruption commission tables annual report to parliament.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,9
KE-0050,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-03-02 02:48:39,Security,Garissa,negative,SYNTHETIC_DEMO,crime wave in mombasa old town worrying residents. where is the state?,0.371,0.629,0.0,-0.7096,Negative,2022-03,Mar 2022,9
KE-0260,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-03-02 10:06:35,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO,ministry of health launches malaria prevention campaign in lake region counties.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,9
KE-0377,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-03-03 21:10:44,Healthcare,Thika,negative,SYNTHETIC_DEMO,nhif reforms failing to protect the poorest kenyans. reform the system now.,0.37,0.489,0.141,-0.6369,Negative,2022-03,Mar 2022,9
KE-0376,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-03-04 00:30:31,Governance,Machakos,negative,SYNTHETIC_DEMO,public funds being looted while hospitals lack medicine. accountability needed now.,0.187,0.813,0.0,-0.3182,Negative,2022-03,Mar 2022,9
KE-0422,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-03-05 02:33:22,Economy,Mombasa,positive,SYNTHETIC_DEMO,exports of tea and horticulture hit record highs. agriculture sector thriving.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,9
KE-0194,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-03-06 14:37:55,Economy,Mombasa,positive,SYNTHETIC_DEMO,nse gains 3% this week on investor confidence. markets looking healthy.,0.0,0.488,0.512,0.8126,Positive,2022-03,Mar 2022,9
KE-0275,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-03-07 07:06:37,Governance,Nakuru,negative,SYNTHETIC_DEMO,parliament rubber-stamping executive decisions. where is our oversight? bunge,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,10
KE-0479,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-03-07 08:03:04,Governance,Nyeri,neutral,SYNTHETIC_DEMO,ethics and anti-corruption commission tables annual report to parliament.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,10
KE-0092,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-03-07 21:38:18,Economy,Garissa,negative,SYNTHETIC_DEMO,kenya's debt burden will cripple future generations. reckless borrowing must stop.,0.595,0.405,0.0,-0.8519,Negative,2022-03,Mar 2022,10
KE-0353,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-03-09 14:38:44,Economy,Eldoret,positive,SYNTHETIC_DEMO,new manufacturing jobs created in nairobi corridor. positive momentum for workers.,0.0,0.616,0.384,0.6808,Positive,2022-03,Mar 2022,10
KE-0197,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-03-09 23:45:52,Economy,Kisumu,negative,SYNTHETIC_DEMO,unemployment among youth remains at crisis levels. nothing is being done.,0.438,0.562,0.0,-0.7906,Negative,2022-03,Mar 2022,10
KE-0165,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-03-10 00:53:45,Governance,Eldoret,negative,SYNTHETIC_DEMO,corruption in government tenders is endemic. nothing changes regardless of who wins.,0.0,0.654,0.346,0.6486,Positive,2022-03,Mar 2022,10
KE-0074,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-10 18:14:51,Security,Nakuru,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-03,Mar 2022,10
KE-0025,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-03-11 09:09:22,Economy,Eldoret,neutral,SYNTHETIC_DEMO,kenya power announces tariff review pending energy regulatory commission approval.,0.0,0.606,0.394,0.6369,Positive,2022-03,Mar 2022,10
KE-0255,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-03-12 01:35:58,Governance,Eldoret,negative,SYNTHETIC_DEMO,corruption in government tenders is endemic. nothing changes regardless of who wins.,0.0,0.654,0.346,0.6486,Positive,2022-03,Mar 2022,10
KE-0360,Violence at polling stations is shameful. Our democracy is under threat.,2022-03-12 16:01:09,Elections,Garissa,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-03,Mar 2022,10
KE-0142,Voter turnout is impressive across the country. This is democracy at work.,2022-03-13 21:43:17,Elections,Mombasa,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-03,Mar 2022,10
KE-0335,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-03-14 13:15:45,Governance,Machakos,negative,SYNTHETIC_DEMO,parliament rubber-stamping executive decisions. where is our oversight? bunge,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,11
KE-0322,Observers from the AU and EU deployed to monitor the electoral process.,2022-03-14 17:53:31,Elections,Kakamega,neutral,SYNTHETIC_DEMO,observers from the au and eu deployed to monitor the electoral process.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,11
KE-0467,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-03-15 01:48:32,Economy,Nairobi,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-03,Mar 2022,11
KE-0083,Multi-agency security teams conducting patrols in volatile regions.,2022-03-15 19:39:45,Security,Machakos,neutral,SYNTHETIC_DEMO,multi-agency security teams conducting patrols in volatile regions.,0.0,0.745,0.255,0.34,Positive,2022-03,Mar 2022,11
KE-0207,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-03-15 20:09:30,Healthcare,Thika,positive,SYNTHETIC_DEMO,nhif coverage expansion reaches more households in rural kenya. a step forward.,0.0,0.902,0.098,0.0516,Positive,2022-03,Mar 2022,11
KE-0043,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-16 09:44:56,Security,Mombasa,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-03,Mar 2022,11
KE-0298,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-03-16 13:37:06,Elections,Thika,negative,SYNTHETIC_DEMO,results being delayed without explanation. what is iebc hiding? electionfraud,0.339,0.661,0.0,-0.4767,Negative,2022-03,Mar 2022,11
KE-0078,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-03-17 00:06:00,Healthcare,Nakuru,negative,SYNTHETIC_DEMO,doctors still on strike after 3 weeks. patients dying in hospital corridors.,0.12,0.88,0.0,-0.128,Negative,2022-03,Mar 2022,11
KE-0276,Tallying of results continues at constituency level. Updates pending.,2022-03-17 07:18:48,Elections,Garissa,neutral,SYNTHETIC_DEMO,tallying of results continues at constituency level. updates pending.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,11
KE-0094,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-03-19 08:01:31,Healthcare,Eldoret,negative,SYNTHETIC_DEMO,nhif reforms failing to protect the poorest kenyans. reform the system now.,0.37,0.489,0.141,-0.6369,Negative,2022-03,Mar 2022,11
KE-0414,Transparency in public procurement improving under new regulations. Keep it up.,2022-03-19 11:03:51,Governance,Nyeri,positive,SYNTHETIC_DEMO,transparency in public procurement improving under new regulations. keep it up.,0.0,0.781,0.219,0.4215,Positive,2022-03,Mar 2022,11
KE-0307,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-03-19 13:19:03,Healthcare,Machakos,neutral,SYNTHETIC_DEMO,ministry of health launches malaria prevention campaign in lake region counties.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,11
KE-0210,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-03-19 23:32:35,Elections,Machakos,positive,SYNTHETIC_DEMO,iebc has done a commendable job in voter registration. democracy is winning! elections2022,0.0,0.765,0.235,0.5707,Positive,2022-03,Mar 2022,11
KE-0033,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-03-20 02:51:49,Governance,Nakuru,neutral,SYNTHETIC_DEMO,county governors meet to discuss revenue sharing formula ahead of budget cycle.,0.0,0.797,0.203,0.4215,Positive,2022-03,Mar 2022,11
KE-0330,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-03-20 06:57:51,Security,Nairobi,negative,SYNTHETIC_DEMO,police brutality during protests is deeply troubling. officers must be held accountable.,0.519,0.481,0.0,-0.8655,Negative,2022-03,Mar 2022,11
KE-0452,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-22 00:49:11,Security,Nairobi,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-03,Mar 2022,12
KE-0107,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-03-22 07:50:10,Economy,Machakos,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-03,Mar 2022,12
KE-0497,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-03-22 10:51:12,Security,Thika,positive,SYNTHETIC_DEMO,police deployment ahead of elections praised for professionalism. calm maintained.,0.0,0.593,0.407,0.6705,Positive,2022-03,Mar 2022,12
KE-0012,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-03-23 08:44:49,Security,Thika,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-03,Mar 2022,12
KE-0072,Presidential results will be announced within 7 days per constitutional requirement.,2022-03-23 14:03:18,Elections,Nairobi,neutral,SYNTHETIC_DEMO,presidential results will be announced within 7 days per constitutional requirement.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,12
KE-0154,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-03-23 22:53:50,Economy,Mombasa,positive,SYNTHETIC_DEMO,new manufacturing jobs created in nairobi corridor. positive momentum for workers.,0.0,0.616,0.384,0.6808,Positive,2022-03,Mar 2022,12
KE-0469,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-03-24 06:11:29,Elections,Eldoret,negative,SYNTHETIC_DEMO,iebc cannot be trusted to deliver credible results. the system is rigged! riggedelections,0.327,0.673,0.0,-0.6537,Negative,2022-03,Mar 2022,12
KE-0227,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-03-24 08:58:10,Elections,Nyeri,negative,SYNTHETIC_DEMO,iebc cannot be trusted to deliver credible results. the system is rigged! riggedelections,0.327,0.673,0.0,-0.6537,Negative,2022-03,Mar 2022,12
KE-0134,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-03-24 09:06:01,Elections,Kisumu,negative,SYNTHETIC_DEMO,results being delayed without explanation. what is iebc hiding? electionfraud,0.339,0.661,0.0,-0.4767,Negative,2022-03,Mar 2022,12
KE-0251,Multi-agency security teams conducting patrols in volatile regions.,2022-03-24 14:52:09,Security,Kakamega,neutral,SYNTHETIC_DEMO,multi-agency security teams conducting patrols in volatile regions.,0.0,0.745,0.255,0.34,Positive,2022-03,Mar 2022,12
KE-0121,Voter turnout is impressive across the country. This is democracy at work.,2022-03-26 15:34:36,Elections,Mombasa,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-03,Mar 2022,12
KE-0433,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-03-26 19:44:37,Economy,Nyeri,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-03,Mar 2022,12
KE-0431,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-27 02:25:35,Security,Thika,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-03,Mar 2022,12
KE-0004,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-03-27 14:39:19,Security,Garissa,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-03,Mar 2022,12
KE-0311,Devolution has brought services closer to citizens. Counties are delivering.,2022-03-28 05:32:39,Governance,Machakos,positive,SYNTHETIC_DEMO,devolution has brought services closer to citizens. counties are delivering.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,13
KE-0001,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-03-28 16:28:29,Security,Eldoret,positive,SYNTHETIC_DEMO,police deployment ahead of elections praised for professionalism. calm maintained.,0.0,0.593,0.407,0.6705,Positive,2022-03,Mar 2022,13
KE-0404,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-03-29 07:54:45,Elections,Garissa,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-03,Mar 2022,13
KE-0362,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-03-29 13:32:07,Economy,Kisumu,positive,SYNTHETIC_DEMO,exports of tea and horticulture hit record highs. agriculture sector thriving.,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,13
KE-0490,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-03-29 17:08:31,Economy,Kakamega,neutral,SYNTHETIC_DEMO,central bank holds base rate at 7.5%. mpc cites stable inflation outlook.,0.0,0.833,0.167,0.296,Positive,2022-03,Mar 2022,13
KE-0144,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-03-30 08:17:48,Economy,Nakuru,negative,SYNTHETIC_DEMO,fuel prices at an all-time high. the government must act now. fuelcrisis,0.0,1.0,0.0,0.0,Neutral,2022-03,Mar 2022,13
KE-0395,Violence at polling stations is shameful. Our democracy is under threat.,2022-03-30 08:51:23,Elections,Kakamega,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-03,Mar 2022,13
KE-0141,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-03-31 12:46:13,Economy,Eldoret,neutral,SYNTHETIC_DEMO,imf approves $2.3b extended credit facility for kenya. conditions attached.,0.0,0.602,0.398,0.6486,Positive,2022-03,Mar 2022,13
KE-0230,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-04-01 11:42:18,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO,ministry of health launches malaria prevention campaign in lake region counties.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,13
KE-0184,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-04-01 16:57:35,Governance,Nakuru,negative,SYNTHETIC_DEMO,nepotism in public service appointments is entrenched. merit must prevail.,0.0,0.763,0.237,0.4215,Positive,2022-04,Apr 2022,13
KE-0054,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-04-02 08:15:33,Elections,Kakamega,positive,SYNTHETIC_DEMO,the electoral process is transparent and credible. kenyans deserve fair elections. kenyadecides2022,0.0,0.827,0.173,0.3182,Positive,2022-04,Apr 2022,13
KE-0203,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-04-03 02:55:02,Elections,Nyeri,neutral,SYNTHETIC_DEMO,voting underway in all 47 counties. results expected by evening. kenyaelections2022,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,13
KE-0057,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-04-03 16:42:51,Economy,Nakuru,negative,SYNTHETIC_DEMO,fuel prices at an all-time high. the government must act now. fuelcrisis,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,13
KE-0103,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-04-03 21:55:59,Healthcare,Eldoret,negative,SYNTHETIC_DEMO,maternal mortality in rural kenya remains unacceptably high. neglect must end.,0.231,0.769,0.0,-0.4588,Negative,2022-04,Apr 2022,13
KE-0379,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-04-04 11:45:12,Elections,Garissa,negative,SYNTHETIC_DEMO,results being delayed without explanation. what is iebc hiding? electionfraud,0.339,0.661,0.0,-0.4767,Negative,2022-04,Apr 2022,14
KE-0326,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-04 15:27:23,Security,Mombasa,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-04,Apr 2022,14
KE-0136,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-04-04 17:36:05,Economy,Nakuru,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-04,Apr 2022,14
KE-0470,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-04-05 05:07:56,Governance,Mombasa,negative,SYNTHETIC_DEMO,nepotism in public service appointments is entrenched. merit must prevail.,0.0,0.763,0.237,0.4215,Positive,2022-04,Apr 2022,14
KE-0125,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-04-05 07:31:13,Economy,Mombasa,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-04,Apr 2022,14
KE-0477,Voter turnout is impressive across the country. This is democracy at work.,2022-04-06 10:22:11,Elections,Machakos,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-04,Apr 2022,14
KE-0075,Transparency in public procurement improving under new regulations. Keep it up.,2022-04-07 09:05:10,Governance,Thika,positive,SYNTHETIC_DEMO,transparency in public procurement improving under new regulations. keep it up.,0.0,0.781,0.219,0.4215,Positive,2022-04,Apr 2022,14
KE-0363,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-04-08 07:48:38,Elections,Eldoret,negative,SYNTHETIC_DEMO,iebc cannot be trusted to deliver credible results. the system is rigged! riggedelections,0.327,0.673,0.0,-0.6537,Negative,2022-04,Apr 2022,14
KE-0232,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-04-08 08:15:59,Healthcare,Kisumu,positive,SYNTHETIC_DEMO,kenya's covid-19 vaccination coverage exceeds 60%. strong public health response.,0.0,0.732,0.268,0.5106,Positive,2022-04,Apr 2022,14
KE-0292,Presidential results will be announced within 7 days per constitutional requirement.,2022-04-08 20:46:15,Elections,Machakos,neutral,SYNTHETIC_DEMO,presidential results will be announced within 7 days per constitutional requirement.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,14
KE-0332,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-04-09 09:03:19,Economy,Garissa,negative,SYNTHETIC_DEMO,kenya's debt burden will cripple future generations. reckless borrowing must stop.,0.595,0.405,0.0,-0.8519,Negative,2022-04,Apr 2022,14
KE-0325,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-04-09 12:11:30,Economy,Machakos,neutral,SYNTHETIC_DEMO,imf approves $2.3b extended credit facility for kenya. conditions attached.,0.0,0.602,0.398,0.6486,Positive,2022-04,Apr 2022,14
KE-0199,Open data portal launched by State House praised by civil society. Good governance.,2022-04-09 15:14:25,Governance,Nyeri,positive,SYNTHETIC_DEMO,open data portal launched by state house praised by civil society. good governance.,0.0,0.568,0.432,0.765,Positive,2022-04,Apr 2022,14
KE-0316,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-04-10 09:23:02,Economy,Mombasa,positive,SYNTHETIC_DEMO,kenya's gdp growth projected at 5.5% this year. strong fundamentals. kenyaeconomy,0.0,0.604,0.396,0.7096,Positive,2022-04,Apr 2022,14
KE-0102,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-04-11 15:50:25,Economy,Nyeri,positive,SYNTHETIC_DEMO,nse gains 3% this week on investor confidence. markets looking healthy.,0.0,0.488,0.512,0.8126,Positive,2022-04,Apr 2022,15
KE-0428,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-04-12 13:51:07,Healthcare,Eldoret,negative,SYNTHETIC_DEMO,doctors still on strike after 3 weeks. patients dying in hospital corridors.,0.12,0.88,0.0,-0.128,Negative,2022-04,Apr 2022,15
KE-0068,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-12 17:36:00,Healthcare,Thika,positive,SYNTHETIC_DEMO,nhif coverage expansion reaches more households in rural kenya. a step forward.,0.0,0.902,0.098,0.0516,Positive,2022-04,Apr 2022,15
KE-0018,Voter turnout is impressive across the country. This is democracy at work.,2022-04-13 00:55:45,Elections,Garissa,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-04,Apr 2022,15
KE-0007,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-04-13 17:30:47,Economy,Thika,neutral,SYNTHETIC_DEMO,kenya power announces tariff review pending energy regulatory commission approval.,0.0,0.606,0.394,0.6369,Positive,2022-04,Apr 2022,15
KE-0081,Violence at polling stations is shameful. Our democracy is under threat.,2022-04-14 02:19:33,Elections,Kisumu,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-04,Apr 2022,15
KE-0466,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-04-15 06:14:36,Elections,Nakuru,negative,SYNTHETIC_DEMO,iebc cannot be trusted to deliver credible results. the system is rigged! riggedelections,0.327,0.673,0.0,-0.6537,Negative,2022-04,Apr 2022,15
KE-0495,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-04-16 06:47:20,Elections,Kakamega,negative,SYNTHETIC_DEMO,results being delayed without explanation. what is iebc hiding? electionfraud,0.339,0.661,0.0,-0.4767,Negative,2022-04,Apr 2022,15
KE-0104,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-04-16 12:34:06,Elections,Eldoret,positive,SYNTHETIC_DEMO,iebc has done a commendable job in voter registration. democracy is winning! elections2022,0.0,0.765,0.235,0.5707,Positive,2022-04,Apr 2022,15
KE-0262,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-17 02:05:58,Security,Nyeri,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-04,Apr 2022,15
KE-0177,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-04-17 04:30:17,Security,Eldoret,positive,SYNTHETIC_DEMO,community policing initiatives reducing crime in nairobi estates. good progress.,0.216,0.432,0.352,0.296,Positive,2022-04,Apr 2022,15
KE-0145,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-04-17 12:46:00,Economy,Garissa,positive,SYNTHETIC_DEMO,new manufacturing jobs created in nairobi corridor. positive momentum for workers.,0.0,0.616,0.384,0.6808,Positive,2022-04,Apr 2022,15
