record_id,text,timestamp,topic,region,true_polarity,data_source
KE-0292,Presidential results will be announced within 7 days per constitutional requirement.,2022-04-08 20:46:15,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0332,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-04-09 09:03:19,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0325,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-04-09 12:11:30,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0199,Open data portal launched by State House praised by civil society. Good governance.,2022-04-09 15:14:25,Governance,Nyeri,positive,SYNTHETIC_DEMO
KE-0316,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-04-10 09:23:02,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0102,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-04-11 15:50:25,Economy,Nyeri,positive,SYNTHETIC_DEMO
KE-0428,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-04-12 13:51:07,Healthcare,Eldoret,negative,SYNTHETIC_DEMO
KE-0068,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-12 17:36:00,Healthcare,Thika,positive,SYNTHETIC_DEMO
KE-0018,Voter turnout is impressive across the country. This is democracy at work.,2022-04-13 00:55:45,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0007,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-04-13 17:30:47,Economy,Thika,neutral,SYNTHETIC_DEMO
KE-0081,Violence at polling stations is shameful. Our democracy is under threat.,2022-04-14 02:19:33,Elections,Kisumu,negative,SYNTHETIC_DEMO
KE-0466,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-04-15 06:14:36,Elections,Nakuru,negative,SYNTHETIC_DEMO
KE-0495,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-04-16 06:47:20,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0104,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-04-16 12:34:06,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0262,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-17 02:05:58,Security,Nyeri,neutral,SYNTHETIC_DEMO
KE-0177,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-04-17 04:30:17,Security,Eldoret,positive,SYNTHETIC_DEMO
KE-0145,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-04-17 12:46:00,Economy,Garissa,positive,SYNTHETIC_DEMO
KE-0450,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-18 01:14:30,Healthcare,Thika,positive,SYNTHETIC_DEMO
KE-0135,Youth enterprise fund disbursements have helped thousands of small businesses.,2022-04-18 07:00:35,Economy,Eldoret,positive,SYNTHETIC_DEMO
KE-0231,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-04-18 16:23:19,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0044,IEBC confirms voter turnout at 63% nationally as of midday.,2022-04-19 04:13:44,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0065,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-04-20 10:09:31,Governance,Kisumu,negative,SYNTHETIC_DEMO
KE-0306,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-20 10:18:10,Security,Nyeri,neutral,SYNTHETIC_DEMO
KE-0206,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-04-22 03:31:22,Healthcare,Nairobi,negative,SYNTHETIC_DEMO
KE-0090,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-04-22 10:13:46,Economy,Nairobi,neutral,SYNTHETIC_DEMO
KE-0443,Devolution has brought services closer to citizens. Counties are delivering.,2022-04-22 11:52:45,Governance,Nyeri,positive,SYNTHETIC_DEMO
KE-0250,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-04-22 16:54:01,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0173,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-22 20:37:34,Healthcare,Garissa,positive,SYNTHETIC_DEMO
KE-0266,The electoral commission has failed Kenyans again. We demand accountability.,2022-04-23 09:50:34,Elections,Kisumu,negative,SYNTHETIC_DEMO
KE-0375,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-04-23 16:58:18,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0024,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-04-24 23:37:10,Healthcare,Thika,negative,SYNTHETIC_DEMO
KE-0138,GSU units deployed to election hotspots in advance of voting day.,2022-04-25 06:28:27,Security,Nairobi,neutral,SYNTHETIC_DEMO
KE-0212,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-04-25 14:55:03,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0476,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-04-25 15:23:29,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0448,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-04-26 20:56:40,Security,Nairobi,positive,SYNTHETIC_DEMO
KE-0201,Tallying of results continues at constituency level. Updates pending.,2022-04-27 04:19:10,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0498,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-04-27 05:27:46,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0392,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-04-27 10:15:02,Economy,Nyeri,neutral,SYNTHETIC_DEMO
KE-0462,IEBC confirms voter turnout at 63% nationally as of midday.,2022-04-27 19:03:59,Elections,Nakuru,neutral,SYNTHETIC_DEMO
KE-0457,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-04-28 04:38:54,Economy,Thika,negative,SYNTHETIC_DEMO
KE-0369,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-28 07:43:16,Security,Garissa,neutral,SYNTHETIC_DEMO
KE-0202,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-28 07:58:41,Security,Eldoret,neutral,SYNTHETIC_DEMO
KE-0364,Voter intimidation reported in several constituencies. This is unacceptable.,2022-04-28 14:31:47,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0150,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-04-28 23:57:08,Security,Kisumu,positive,SYNTHETIC_DEMO
KE-0161,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-04-29 02:20:07,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0077,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-04-29 12:35:06,Healthcare,Nyeri,positive,SYNTHETIC_DEMO
KE-0153,Transparency in public procurement improving under new regulations. Keep it up.,2022-04-29 14:21:00,Governance,Kakamega,positive,SYNTHETIC_DEMO
KE-0338,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-04-30 00:44:54,Elections,Thika,positive,SYNTHETIC_DEMO
KE-0264,Violence at polling stations is shameful. Our democracy is under threat.,2022-04-30 18:40:37,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0087,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-05-01 02:44:31,Security,Eldoret,positive,SYNTHETIC_DEMO
KE-0331,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-05-01 10:07:00,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0123,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-01 19:05:34,Security,Mombasa,negative,SYNTHETIC_DEMO
KE-0245,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-05-02 09:09:42,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0398,Transparency in public procurement improving under new regulations. Keep it up.,2022-05-02 19:49:33,Governance,Nairobi,positive,SYNTHETIC_DEMO
KE-0086,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-02 21:54:21,Elections,Thika,negative,SYNTHETIC_DEMO
KE-0058,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-03 18:59:06,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0191,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-05-03 23:29:45,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0390,Multi-agency security teams conducting patrols in volatile regions.,2022-05-04 16:54:54,Security,Thika,neutral,SYNTHETIC_DEMO
KE-0372,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-05 00:14:40,Economy,Kisumu,positive,SYNTHETIC_DEMO
KE-0131,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-05-06 04:05:47,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO
KE-0280,National Cancer Institute of Kenya opens second facility in Mombasa.,2022-05-06 12:31:08,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO
KE-0426,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-05-06 16:11:10,Economy,Kisumu,positive,SYNTHETIC_DEMO
KE-0259,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-06 23:28:03,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0241,Tallying of results continues at constituency level. Updates pending.,2022-05-07 06:56:52,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0168,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-05-09 01:59:34,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0412,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-09 06:33:34,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0037,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-05-09 07:49:00,Security,Mombasa,positive,SYNTHETIC_DEMO
KE-0140,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-05-09 11:11:54,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0493,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-05-09 15:39:57,Security,Machakos,positive,SYNTHETIC_DEMO
KE-0499,Voter turnout is impressive across the country. This is democracy at work.,2022-05-09 19:56:46,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0327,Multi-agency security teams conducting patrols in volatile regions.,2022-05-10 03:17:53,Security,Kakamega,neutral,SYNTHETIC_DEMO
KE-0293,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-10 11:09:33,Security,Kakamega,negative,SYNTHETIC_DEMO
KE-0228,GSU units deployed to election hotspots in advance of voting day.,2022-05-10 12:31:50,Security,Nairobi,neutral,SYNTHETIC_DEMO
KE-0112,Observers from the AU and EU deployed to monitor the electoral process.,2022-05-11 12:57:15,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0391,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-11 15:13:40,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0133,Observers from the AU and EU deployed to monitor the electoral process.,2022-05-11 15:26:37,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0300,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-11 18:52:17,Economy,Garissa,neutral,SYNTHETIC_DEMO
KE-0423,GSU units deployed to election hotspots in advance of voting day.,2022-05-11 22:06:47,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0386,The electoral commission has failed Kenyans again. We demand accountability.,2022-05-12 16:30:14,Elections,Machakos,negative,SYNTHETIC_DEMO
KE-0500,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-15 07:38:39,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0446,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-16 01:27:01,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0167,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-05-16 03:13:55,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0079,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-17 08:55:08,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0339,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-05-17 12:39:19,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0268,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-18 13:04:38,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0472,Voter turnout is impressive across the country. This is democracy at work.,2022-05-20 12:32:30,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0019,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-05-21 14:03:05,Security,Kakamega,neutral,SYNTHETIC_DEMO
KE-0297,GSU units deployed to election hotspots in advance of voting day.,2022-05-21 19:39:18,Security,Thika,neutral,SYNTHETIC_DEMO
KE-0214,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-23 01:16:14,Elections,Machakos,negative,SYNTHETIC_DEMO
KE-0382,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-05-23 01:17:40,Elections,Kisumu,positive,SYNTHETIC_DEMO
KE-0305,Voter intimidation reported in several constituencies. This is unacceptable.,2022-05-23 20:31:34,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0139,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-24 07:31:11,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0061,Voter intimidation reported in several constituencies. This is unacceptable.,2022-05-24 12:14:31,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0224,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-05-24 21:35:22,Healthcare,Eldoret,neutral,SYNTHETIC_DEMO
KE-0373,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-24 21:41:05,Security,Machakos,negative,SYNTHETIC_DEMO
KE-0127,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-05-24 21:58:15,Healthcare,Machakos,positive,SYNTHETIC_DEMO
KE-0474,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-05-24 23:13:13,Healthcare,Thika,negative,SYNTHETIC_DEMO
KE-0465,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-25 02:41:34,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0313,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-26 14:26:21,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0124,Voter turnout is impressive across the country. This is democracy at work.,2022-05-26 18:06:51,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0258,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-27 02:23:09,Security,Mombasa,negative,SYNTHETIC_DEMO
KE-0461,Presidential results will be announced within 7 days per constitutional requirement.,2022-05-27 04:51:47,Elections,Kisumu,neutral,SYNTHETIC_DEMO
KE-0401,Voter turnout is impressive across the country. This is democracy at work.,2022-05-27 08:15:41,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0008,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-05-28 00:11:46,Healthcare,Garissa,negative,SYNTHETIC_DEMO
KE-0048,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-05-28 04:17:07,Economy,Nairobi,negative,SYNTHETIC_DEMO
KE-0449,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-28 07:06:46,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0216,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-28 23:24:54,Economy,Eldoret,negative,SYNTHETIC_DEMO
KE-0444,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-05-29 12:58:06,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0344,The electoral commission has failed Kenyans again. We demand accountability.,2022-05-29 16:27:41,Elections,Thika,negative,SYNTHETIC_DEMO
KE-0096,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-05-30 02:56:19,Economy,Kakamega,negative,SYNTHETIC_DEMO
KE-0384,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-31 01:01:55,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0464,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-05-31 20:19:40,Economy,Garissa,neutral,SYNTHETIC_DEMO
KE-0221,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-05-31 22:26:30,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0294,The electoral commission has failed Kenyans again. We demand accountability.,2022-06-02 05:18:47,Elections,Thika,negative,SYNTHETIC_DEMO
KE-0274,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-06-03 16:48:46,Elections,Garissa,neutral,SYNTHETIC_DEMO
KE-0190,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-06-04 08:48:47,Healthcare,Kakamega,positive,SYNTHETIC_DEMO
KE-0226,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-06-04 14:55:49,Governance,Thika,neutral,SYNTHETIC_DEMO
KE-0042,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-06-06 08:42:08,Healthcare,Mombasa,positive,SYNTHETIC_DEMO
KE-0170,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-06-06 23:11:04,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0341,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-06-07 18:09:13,Elections,Nairobi,negative,SYNTHETIC_DEMO
KE-0219,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-06-08 13:35:35,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0290,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-06-08 18:00:24,Security,Eldoret,neutral,SYNTHETIC_DEMO
KE-0249,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-06-09 13:00:50,Economy,Thika,neutral,SYNTHETIC_DEMO
KE-0482,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-06-10 03:46:26,Elections,Nairobi,negative,SYNTHETIC_DEMO
KE-0171,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-06-10 11:44:47,Healthcare,Nairobi,negative,SYNTHETIC_DEMO
KE-0458,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-06-10 14:39:37,Governance,Garissa,negative,SYNTHETIC_DEMO
KE-0244,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-06-10 17:01:19,Security,Nyeri,positive,SYNTHETIC_DEMO
KE-0106,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-06-11 02:50:56,Elections,Nakuru,negative,SYNTHETIC_DEMO
KE-0439,Youth enterprise fund disbursements have helped thousands of small businesses.,2022-06-11 08:02:15,Economy,Kisumu,positive,SYNTHETIC_DEMO
KE-0393,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-06-11 18:26:12,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0417,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-06-12 06:58:13,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0451,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-06-12 19:36:20,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0117,The electoral commission has failed Kenyans again. We demand accountability.,2022-06-13 17:16:08,Elections,Machakos,negative,SYNTHETIC_DEMO
KE-0021,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-06-13 22:48:57,Healthcare,Kisumu,negative,SYNTHETIC_DEMO
KE-0005,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-06-14 03:03:06,Economy,Nairobi,positive,SYNTHETIC_DEMO
KE-0049,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-14 06:42:55,Elections,Nyeri,neutral,SYNTHETIC_DEMO
KE-0317,Voter turnout is impressive across the country. This is democracy at work.,2022-06-14 09:01:13,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0067,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-06-14 12:00:44,Economy,Nairobi,negative,SYNTHETIC_DEMO
KE-0158,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-06-15 02:34:56,Security,Kakamega,negative,SYNTHETIC_DEMO
KE-0097,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-06-15 02:38:59,Economy,Nairobi,positive,SYNTHETIC_DEMO
KE-0459,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-06-15 21:47:52,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0253,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-06-16 15:37:03,Economy,Kakamega,negative,SYNTHETIC_DEMO
KE-0321,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-06-16 16:47:47,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0270,Youth enterprise fund disbursements have helped thousands of small businesses.,2022-06-16 17:13:10,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0085,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-06-17 11:58:59,Security,Nakuru,negative,SYNTHETIC_DEMO
KE-0340,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-06-18 21:56:21,Economy,Thika,negative,SYNTHETIC_DEMO
KE-0129,Voter intimidation reported in several constituencies. This is unacceptable.,2022-06-19 03:02:03,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0082,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-19 11:29:08,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0334,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-06-19 16:40:55,Healthcare,Mombasa,positive,SYNTHETIC_DEMO
KE-0302,Voter intimidation reported in several constituencies. This is unacceptable.,2022-06-19 23:24:42,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0162,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-06-20 00:12:30,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0172,Observers from the AU and EU deployed to monitor the electoral process.,2022-06-21 16:07:13,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0408,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-06-21 19:14:39,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0100,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-21 21:04:59,Healthcare,Garissa,negative,SYNTHETIC_DEMO
KE-0261,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-22 02:06:44,Elections,Mombasa,neutral,SYNTHETIC_DEMO
KE-0239,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-06-22 06:18:02,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO
KE-0427,Devolution has brought services closer to citizens. Counties are delivering.,2022-06-23 11:52:36,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0310,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-06-24 11:57:31,Healthcare,Kisumu,positive,SYNTHETIC_DEMO
KE-0345,Open data portal launched by State House praised by civil society. Good governance.,2022-06-24 17:34:56,Governance,Kisumu,positive,SYNTHETIC_DEMO
KE-0152,Treasury releases mid-year budget review. Spending adjustments noted across ministries.,2022-06-24 23:05:56,Economy,Garissa,neutral,SYNTHETIC_DEMO
KE-0132,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-25 01:46:45,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0011,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-26 02:05:25,Healthcare,Machakos,negative,SYNTHETIC_DEMO
KE-0370,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-06-26 03:20:15,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0420,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-26 10:50:25,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0116,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-06-26 14:06:17,Elections,Thika,positive,SYNTHETIC_DEMO
KE-0183,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-06-26 20:07:09,Economy,Garissa,positive,SYNTHETIC_DEMO
KE-0178,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-06-27 09:33:30,Economy,Nyeri,neutral,SYNTHETIC_DEMO
KE-0017,Transparency in public procurement improving under new regulations. Keep it up.,2022-06-28 04:48:33,Governance,Nyeri,positive,SYNTHETIC_DEMO
KE-0272,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-06-28 16:24:50,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0115,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-06-29 07:20:29,Security,Machakos,positive,SYNTHETIC_DEMO
KE-0328,IEBC confirms voter turnout at 63% nationally as of midday.,2022-06-30 10:35:57,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0091,The electoral commission has failed Kenyans again. We demand accountability.,2022-06-30 14:00:14,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0429,Al-Shabaab attacks in the North East continue. Government response inadequate.,2022-06-30 17:47:44,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0041,Observers from the AU and EU deployed to monitor the electoral process.,2022-07-01 08:59:07,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0315,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-07-02 04:25:23,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0189,GSU units deployed to election hotspots in advance of voting day.,2022-07-02 07:58:10,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0156,Voter turnout is impressive across the country. This is democracy at work.,2022-07-02 11:54:06,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0217,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-07-03 02:28:58,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0039,Violence at polling stations is shameful. Our democracy is under threat.,2022-07-03 13:36:47,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0185,National Cancer Institute of Kenya opens second facility in Mombasa.,2022-07-03 16:27:29,Healthcare,Thika,neutral,SYNTHETIC_DEMO
KE-0246,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-07-04 04:29:49,Economy,Thika,negative,SYNTHETIC_DEMO
KE-0394,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-07-04 07:30:05,Economy,Nairobi,negative,SYNTHETIC_DEMO
KE-0137,Multi-agency security teams conducting patrols in volatile regions.,2022-07-04 21:30:33,Security,Nakuru,neutral,SYNTHETIC_DEMO
KE-0052,Voter turnout is impressive across the country. This is democracy at work.,2022-07-05 03:59:27,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0148,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-07-05 12:45:31,Economy,Nairobi,positive,SYNTHETIC_DEMO
KE-0357,Open data portal launched by State House praised by civil society. Good governance.,2022-07-05 21:28:55,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0147,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-07-05 21:56:23,Elections,Eldoret,positive,SYNTHETIC_DEMO
