record_id,text,timestamp,topic,region,event_phase,reference_event,subtopic_tag,source_style,language_style,data_source
KE22-0020,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-05 16:21:00,Media Reports,Nairobi,Campaign Build-up,peace_messaging,commission_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0671,People have been on the queue for hours in Mombasa and still no clear guidance from officials.,2022-08-05 16:42:00,Voting Issues,Mombasa,Campaign Build-up,smartmatic_controversy,voter_assistance,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0521,Too few officials on site in Nairobi. Voters and agents are doing more queue management than staff.,2022-08-05 17:01:00,Staffing Issues,Nairobi,Campaign Build-up,peace_messaging,official_absence,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0808,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure.",2022-08-05 17:06:00,Positive Events,Kiambu,Campaign Build-up,voter_mobilization,community_monitoring,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0772,KIEMS kit at this station in Uasin Gishu keeps failing and older voters are getting frustrated. Hii sio sawa.,2022-08-05 17:19:00,Voting Issues,Uasin Gishu,Campaign Build-up,smartmatic_controversy,register_problem,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0617,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-05 18:07:00,Media Reports,Mombasa,Campaign Build-up,smartmatic_controversy,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0760,Peaceful queues in Bungoma today. Let the people choose and let IEBC finish the job. #Uchaguzi2022 Tuwe watulivu.,2022-08-05 20:19:00,Public Opinion,Bungoma,Campaign Build-up,voter_mobilization,concern_over_integrity,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0462,"The campaign tone in Nairobi is getting harsher, with more accusations than policy at the podium.",2022-08-05 20:35:00,Political Rallies,Nairobi,Campaign Build-up,smartmatic_controversy,campaign_message,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0878,The street mood in Nakuru is cautious. Everyone is watching IEBC updates closely.,2022-08-05 20:41:00,Public Opinion,Nakuru,Campaign Build-up,smartmatic_controversy,results_anxiety,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0613,Reporters tracking the count say political camps are contesting figures from multiple constituencies.,2022-08-05 21:19:00,Media Reports,Kajiado,Campaign Build-up,campaign_finale,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0812,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-05 21:51:00,Public Opinion,Kisumu,Campaign Build-up,voter_mobilization,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0579,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-05 23:19:00,Public Opinion,Nairobi,Campaign Build-up,voter_mobilization,peace_message,social_post,English,PROJECT_CURATED_CORPUS
KE22-0662,Several voters in Nairobi cannot find their names even after checking multiple desks.,2022-08-06 00:21:00,Voting Issues,Nairobi,Campaign Build-up,smartmatic_controversy,invalid_ballot,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0455,Security teams in Kiambu managed the crowd early and the area has stayed calm since.,2022-08-06 01:12:00,Security Issues,Kiambu,Campaign Build-up,voter_mobilization,rumor_alert,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0349,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-06 01:40:00,Media Reports,Nairobi,Campaign Build-up,peace_messaging,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0079,Peaceful queues in Nakuru today. Let the people choose and let IEBC finish the job. #ElectionsKE2022,2022-08-06 02:22:00,Public Opinion,Nakuru,Campaign Build-up,voter_mobilization,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0810,Several voters in Nakuru cannot find their names even after checking multiple desks.,2022-08-06 02:29:00,Voting Issues,Nakuru,Campaign Build-up,peace_messaging,voter_assistance,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0583,Media update: disputes over forms and tallying procedures intensify pressure on the commission.,2022-08-06 02:49:00,Media Reports,Kajiado,Campaign Build-up,campaign_finale,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0414,Party agents in Nairobi say some officials are acting partisan instead of procedural.,2022-08-06 03:28:00,Staffing Issues,Nairobi,Campaign Build-up,peace_messaging,staff_arrest,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0500,Peaceful queues in Nairobi leo. Let the people choose and let IEBC finish the job. #UchaguziWaAmani,2022-08-06 04:06:00,Public Opinion,Nairobi,Campaign Build-up,campaign_finale,trust_in_iebc,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0530,Crowds in Kiambu followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-06 04:14:00,Political Rallies,Kiambu,Campaign Build-up,peace_messaging,coalition_response,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0740,"Media desks report steady voter traffic in Nakuru, with isolated delays under review.",2022-08-06 04:18:00,Media Reports,Nakuru,Campaign Build-up,smartmatic_controversy,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0128,Crowds in Nairobi followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-06 04:50:00,Political Rallies,Nairobi,Campaign Build-up,smartmatic_controversy,crowd_mobilization,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0819,Community peace volunteers in Nairobi are doing a solid job cooling tensions near the polling centre.,2022-08-06 04:56:00,Positive Events,Nairobi,Campaign Build-up,smartmatic_controversy,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0641,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Nairobi.,2022-08-06 05:26:00,Public Opinion,Nairobi,Campaign Build-up,campaign_finale,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0232,Crowds in Mombasa followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-06 05:50:00,Political Rallies,Mombasa,Campaign Build-up,campaign_finale,crowd_mobilization,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0347,"Coalition speakers in Nakuru spent most of the rally on turnout, agents and vote protection.",2022-08-06 06:05:00,Political Rallies,Nakuru,Campaign Build-up,campaign_finale,coalition_response,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0491,Crowds in Kiambu followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-06 06:06:00,Political Rallies,Kiambu,Campaign Build-up,peace_messaging,crowd_mobilization,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0785,Supporters in Nairobi say the rally felt energized but disciplined. No chaos after dispersal. Tuwe watulivu.,2022-08-06 06:10:00,Political Rallies,Nairobi,Campaign Build-up,peace_messaging,campaign_message,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0138,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-06 06:22:00,Media Reports,Homabay,Campaign Build-up,peace_messaging,candidate_quote,news_update,English,PROJECT_CURATED_CORPUS
KE22-0314,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-06 06:47:00,Media Reports,Bungoma,Campaign Build-up,voter_mobilization,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0659,Azimio says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-06 08:02:00,Media Reports,Nairobi,Campaign Build-up,campaign_finale,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0584,Clergy and civil society groups in Kajiado praise calm voting atmosphere and urge patience.,2022-08-06 08:22:00,Media Reports,Kajiado,Campaign Build-up,campaign_finale,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0711,Reporters tracking the count say political camps are contesting figures from multiple constituencies.,2022-08-06 16:07:00,Media Reports,Uasin Gishu,Campaign Build-up,campaign_finale,commission_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0197,Community peace volunteers in Nairobi are doing a solid job cooling tensions near the polling centre. Tuwe watulivu.,2022-08-06 17:13:00,Positive Events,Nairobi,Campaign Build-up,campaign_finale,citizen_support,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0590,The street mood in Kisumu is cautious. Everyone is watching IEBC updates closely.,2022-08-06 19:18:00,Public Opinion,Kisumu,Campaign Build-up,campaign_finale,peace_message,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0277,"Whatever our politics, Kenya looks calm so far. This is the kind of uchaguzi we prayed for.",2022-08-06 19:45:00,Public Opinion,Kajiado,Campaign Build-up,campaign_finale,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0099,"amani teams are present in Mombasa, but tempers are rising after repeated queue management problems. Hii sio sawa.",2022-08-06 19:49:00,Positive Events,Mombasa,Campaign Build-up,campaign_finale,peace_initiative,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0058,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-06 19:55:00,Public Opinion,Kajiado,Campaign Build-up,smartmatic_controversy,candidate_support,social_post,English,PROJECT_CURATED_CORPUS
KE22-0236,Clergy and civil society groups in Nairobi praise calm voting atmosphere and urge patience.,2022-08-06 20:06:00,Media Reports,Nairobi,Campaign Build-up,smartmatic_controversy,commission_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0899,"Everything is moving well at this station in Mombasa. Long line, yes, but people are patient and calm. Tuwe watulivu. uchaguzi ni yetu.",2022-08-06 20:23:00,Positive Events,Mombasa,Campaign Build-up,smartmatic_controversy,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0509,Polling station teams in Bungoma are dealing with slow KIEMS checks but the line is moving.,2022-08-06 21:04:00,Voting Issues,Bungoma,Campaign Build-up,peace_messaging,kiems_issue,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0843,Security officers remain deployed near key centres in Uasin Gishu as results statements continue.,2022-08-06 21:10:00,Security Issues,Uasin Gishu,Campaign Build-up,campaign_finale,police_presence,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0884,Election officials in Garissa were reshuffled after complaints from party agents.,2022-08-06 21:23:00,Staffing Issues,Garissa,Campaign Build-up,campaign_finale,agent_access,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0640,"Media desks report steady voter traffic in Homabay, with isolated delays under review.",2022-08-06 21:38:00,Media Reports,Homabay,Campaign Build-up,smartmatic_controversy,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0384,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kakamega.,2022-08-06 21:57:00,Public Opinion,Kakamega,Campaign Build-up,voter_mobilization,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0794,Residents in Uasin Gishu report visible but calm police patrols around election hot spots.,2022-08-06 23:01:00,Security Issues,Uasin Gishu,Campaign Build-up,peace_messaging,police_presence,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0393,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-06 23:04:00,Public Opinion,Kakamega,Campaign Build-up,peace_messaging,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0798,Crowds in Homabay followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-06 23:14:00,Political Rallies,Homabay,Campaign Build-up,smartmatic_controversy,candidate_itinerary,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0854,Clergy and civil society groups in Kisumu praise calm voting atmosphere and urge patience.,2022-08-07 00:01:00,Media Reports,Kisumu,Campaign Build-up,voter_mobilization,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0728,"I may not agree with everyone, but voters turning out quietly in Siaya is encouraging. Tuwe watulivu. uchaguzi ni yetu.",2022-08-07 00:11:53,Public Opinion,Siaya,Campaign Build-up,voter_mobilization,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0707,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-07 00:37:00,Public Opinion,Nakuru,Campaign Build-up,smartmatic_controversy,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0881,Road blockage reported near a voting centre in Nairobi. People are being told to avoid the area.,2022-08-07 00:44:00,Security Issues,Nairobi,Campaign Build-up,peace_messaging,rumor_alert,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0007,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-07 00:49:00,Public Opinion,Nairobi,Campaign Build-up,campaign_finale,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0837,Agents in Uasin Gishu are complaining that basic polling procedures are not being followed consistently.,2022-08-07 00:57:00,Polling Administration,Uasin Gishu,Campaign Build-up,campaign_finale,missing_materials,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0537,"The mood around Nairobi feels orderly and hopeful. Watu waamue, we keep peace. Tuwe watulivu. uchaguzi ni yetu.",2022-08-07 01:25:00,Public Opinion,Nairobi,Campaign Build-up,peace_messaging,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0113,Road blockage reported near a voting centre in Kakamega. People are being told to avoid the area. Hii sio sawa.,2022-08-07 01:29:00,Security Issues,Kakamega,Campaign Build-up,voter_mobilization,localized_disruption,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0206,Peaceful queues in Bungoma today. Let the people choose and let IEBC finish the job. #KenyaDecides2022,2022-08-07 02:13:18,Public Opinion,Bungoma,Campaign Build-up,campaign_finale,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0880,People are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-08-07 02:45:00,Public Opinion,Siaya,Campaign Build-up,peace_messaging,concern_over_integrity,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0682,Threatening slogans and online incitement are making the atmosphere in Nairobi feel unsafe.,2022-08-07 03:29:00,Security Issues,Nairobi,Campaign Build-up,campaign_finale,localized_disruption,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0691,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-07 03:37:00,Media Reports,Kajiado,Campaign Build-up,smartmatic_controversy,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0286,People are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-08-07 03:39:00,Public Opinion,Uasin Gishu,Campaign Build-up,campaign_finale,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0346,"Coalition speakers in Kisumu spent most of the rally on turnout, agents and vote protection.",2022-08-07 06:05:00,Political Rallies,Kisumu,Campaign Build-up,voter_mobilization,campaign_message,news_update,English,PROJECT_CURATED_CORPUS
KE22-0478,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-07 06:44:00,Public Opinion,Nairobi,Campaign Build-up,smartmatic_controversy,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0194,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-07 07:03:00,Public Opinion,Garissa,Campaign Build-up,peace_messaging,peace_message,social_post,English,PROJECT_CURATED_CORPUS
KE22-0388,Confusion over ballot papers and desk flow is slowing the station badly in Kakamega.,2022-08-07 07:27:00,Polling Administration,Kakamega,Campaign Build-up,smartmatic_controversy,manual_register,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0799,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-07 07:29:00,Media Reports,Homabay,Campaign Build-up,voter_mobilization,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0438,Rally messaging in Kakamega crossed into provocation and supporters started trading insults online.,2022-08-07 07:30:00,Political Rallies,Kakamega,Campaign Build-up,peace_messaging,crowd_mobilization,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0563,IEBC says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-07 07:32:00,Media Reports,Bungoma,Campaign Build-up,smartmatic_controversy,candidate_quote,news_update,English,PROJECT_CURATED_CORPUS
KE22-0344,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-07 07:44:00,Public Opinion,Nairobi,Campaign Build-up,campaign_finale,peace_message,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0270,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-07 08:01:17,Media Reports,Nakuru,Campaign Build-up,peace_messaging,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0353,Some voters in Nairobi say they were redirected after finding their names listed at another station.,2022-08-07 08:05:00,Voting Issues,Nairobi,Campaign Build-up,smartmatic_controversy,invalid_ballot,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0251,Road blockage reported near a voting centre in Kajiado. People are being told to avoid the area.,2022-08-07 08:23:00,Security Issues,Kajiado,Campaign Build-up,voter_mobilization,dangerous_speech,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0485,People around here are mostly waiting for official communication before reacting either way. uchaguzi ni yetu.,2022-08-07 08:50:00,Public Opinion,Mombasa,Campaign Build-up,campaign_finale,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0008,Church leaders in Kisumu continue peace messaging outside stations as voting proceeds.,2022-08-07 08:58:00,Positive Events,Kisumu,Campaign Build-up,voter_mobilization,citizen_support,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0337,Teams are monitoring transport routes and public screens in Siaya after rumor traffic rose online.,2022-08-07 16:02:00,Security Issues,Siaya,Campaign Build-up,peace_messaging,police_presence,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0216,Community amani volunteers in Kisumu are doing a solid job cooling tensions near the polling centre. Tuwe watulivu.,2022-08-07 17:09:00,Positive Events,Kisumu,Campaign Build-up,voter_mobilization,peace_initiative,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0626,"Whatever our politics, Kenya looks calm so far. This is the kind of uchaguzi we prayed for.",2022-08-07 17:36:00,Public Opinion,Nairobi,Campaign Build-up,smartmatic_controversy,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0122,"I may not agree with everyone, but voters turning out quietly in Garissa is encouraging.",2022-08-07 17:45:00,Public Opinion,Garissa,Campaign Build-up,peace_messaging,concern_over_integrity,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0029,Police visibility around the station in Kakamega is high but professional. So far hakuna shida.,2022-08-07 18:29:00,Security Issues,Kakamega,Campaign Build-up,smartmatic_controversy,rumor_alert,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0189,Campaign stop in Nairobi ended with leaders calling for peace and acceptance of official results.,2022-08-07 18:31:00,Political Rallies,Nairobi,Campaign Build-up,smartmatic_controversy,candidate_itinerary,news_update,English,PROJECT_CURATED_CORPUS
KE22-0104,Azimio campaign team released today's itinerary for Nairobi and neighbouring constituencies.,2022-08-07 21:01:00,Political Rallies,Nairobi,Campaign Build-up,peace_messaging,coalition_response,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0049,People have been on the queue for hours in Kisumu and still no clear guidance from officials.,2022-08-07 22:27:00,Voting Issues,Kisumu,Campaign Build-up,voter_mobilization,register_problem,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0217,Results from Kisumu are taking too long to verify and that gap is feeding suspicion.,2022-08-07 23:30:00,Counting & Results,Kisumu,Campaign Build-up,campaign_finale,results_correction,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0390,"Coalition speakers in Mombasa spent most of the rally on turnout, agents and vote protection.",2022-08-08 03:31:00,Political Rallies,Mombasa,Campaign Build-up,voter_mobilization,crowd_mobilization,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0395,People around here are mostly waiting for official communication before reacting either way.,2022-08-08 04:49:00,Public Opinion,Nairobi,Campaign Build-up,peace_messaging,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0116,People around here are mostly waiting for official communication before reacting either way.,2022-08-08 06:15:00,Public Opinion,Siaya,Campaign Build-up,peace_messaging,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0890,"Conversation in Uasin Gishu is split between turnout, agents and what happens at Bomas next.",2022-08-08 07:38:00,Public Opinion,Uasin Gishu,Campaign Build-up,peace_messaging,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0360,Peaceful queues in Kisumu today. Let the people choose and let IEBC finish the job. #ElectionsKE2022,2022-08-08 08:19:00,Public Opinion,Kisumu,Campaign Build-up,campaign_finale,peace_message,social_post,English,PROJECT_CURATED_CORPUS
KE22-0725,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents. uchaguzi ni yetu.",2022-08-08 20:03:07,Public Opinion,Mombasa,Campaign Build-up,peace_messaging,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0190,Supporters in Nairobi say the rally felt energized but disciplined. No chaos after dispersal.,2022-08-09 00:05:36,Political Rallies,Nairobi,Election Day,poll_opening,crowd_mobilization,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0288,Azimio says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-09 00:11:33,Media Reports,Uasin Gishu,Election Day,poll_opening,observer_brief,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0514,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-09 01:12:50,Public Opinion,Kiambu,Election Day,kiems_operations,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0087,Supporters in Nairobi say the rally felt energized but disciplined. No chaos after dispersal.,2022-08-09 01:29:36,Political Rallies,Nairobi,Election Day,kiems_operations,candidate_itinerary,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0513,Road blockage reported near a voting centre in Kajiado. People are being told to avoid the area.,2022-08-09 01:58:54,Security Issues,Kajiado,Election Day,turnout_monitoring,dangerous_speech,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0322,"Media desks report steady voter traffic in Uasin Gishu, with isolated delays under review.",2022-08-09 02:12:36,Media Reports,Uasin Gishu,Election Day,turnout_monitoring,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0665,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-09 03:50:49,Counting & Results,Kisumu,Election Day,queue_management,results_correction,social_post,English,PROJECT_CURATED_CORPUS
KE22-0644,Voters in Kajiado say assistance for the elderly and people with disabilities is too inconsistent.,2022-08-09 04:31:50,Voting Issues,Kajiado,Election Day,turnout_monitoring,kiems_issue,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0713,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-09 04:37:55,Public Opinion,Nakuru,Election Day,queue_management,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0297,Confusion over ballot papers and desk flow is slowing the station badly in Homabay.,2022-08-09 04:40:09,Polling Administration,Homabay,Election Day,poll_opening,station_flow,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0747,Threatening slogans and online incitement are making the atmosphere in Nairobi feel unsafe.,2022-08-09 04:55:39,Security Issues,Nairobi,Election Day,queue_management,localized_disruption,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0089,Community amani volunteers in Bungoma are doing a solid job cooling tensions near the polling centre.,2022-08-09 05:28:29,Positive Events,Bungoma,Election Day,turnout_monitoring,peace_initiative,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0456,Manual register not available at one desk in Nairobi; the presiding team looked unprepared. Hii sio sawa.,2022-08-09 06:08:39,Polling Administration,Nairobi,Election Day,poll_opening,missing_materials,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0351,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-09 06:08:42,Public Opinion,Nakuru,Election Day,turnout_monitoring,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0874,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-09 06:10:29,Media Reports,Bungoma,Election Day,kiems_operations,candidate_quote,news_update,English,PROJECT_CURATED_CORPUS
KE22-0668,Community amani volunteers in Nairobi are doing a solid job cooling tensions near the polling centre. Tuwe watulivu.,2022-08-09 06:12:41,Positive Events,Nairobi,Election Day,queue_management,community_monitoring,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0699,Some voters in Nairobi say they were redirected after finding their names listed at another station.,2022-08-09 06:15:08,Voting Issues,Nairobi,Election Day,queue_management,queue_delay,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0051,Manual register not available at one desk in Nakuru; the presiding team looked unprepared.,2022-08-09 06:22:42,Polling Administration,Nakuru,Election Day,kiems_operations,manual_register,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0750,Manual register not available at one desk in Kajiado; the presiding team looked unprepared.,2022-08-09 06:26:08,Polling Administration,Kajiado,Election Day,kiems_operations,missing_materials,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0591,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kiambu. Hii sio sawa. uchaguzi ni yetu.,2022-08-09 06:27:00,Public Opinion,Kiambu,Election Day,turnout_monitoring,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0672,Reports from Nairobi suggest staff were missing at opening time and the station never really recovered.,2022-08-09 06:28:02,Staffing Issues,Nairobi,Election Day,poll_opening,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0571,"Peace teams are present in Uasin Gishu, but tempers are rising after repeated queue management problems.",2022-08-09 06:31:04,Positive Events,Uasin Gishu,Election Day,kiems_operations,citizen_support,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0681,"I may not agree with everyone, but voters turning out quietly in Homabay is encouraging.",2022-08-09 06:34:26,Public Opinion,Homabay,Election Day,queue_management,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0464,Heavy tension outside the tally site in Homabay; police are struggling to separate rival groups.,2022-08-09 06:34:38,Security Issues,Homabay,Election Day,queue_management,road_blockage,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0429,People around here are mostly waiting for official communication before reacting either way.,2022-08-09 06:37:54,Public Opinion,Bungoma,Election Day,turnout_monitoring,peace_message,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0726,Officials in Kiambu say manual registers were delivered after the opening delay.,2022-08-09 06:43:18,Polling Administration,Kiambu,Election Day,turnout_monitoring,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0446,Manual register not available at one desk in Siaya; the presiding team looked unprepared.,2022-08-09 06:49:01,Polling Administration,Siaya,Election Day,queue_management,station_flow,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0048,Polling station in Mombasa opened late and some voters left before materials were ready.,2022-08-09 07:01:11,Polling Administration,Mombasa,Election Day,poll_opening,manual_register,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0042,"More results from Kiambu have been posted, though final county totals are still pending.",2022-08-09 07:01:46,Counting & Results,Kiambu,Election Day,kiems_operations,bomas_update,social_post,English,PROJECT_CURATED_CORPUS
KE22-0540,Observers note orderly opening in most stations sampled this morning across Nairobi.,2022-08-09 07:04:40,Media Reports,Nairobi,Election Day,kiems_operations,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0457,Young people in Kisumu are escorting elderly voters and reminding everyone to keep peace. #ElectionsKE2022,2022-08-09 07:08:18,Positive Events,Kisumu,Election Day,kiems_operations,citizen_support,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
